1.000000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 5.000000000000000000e+00, 6.000000000000000000e+00
9.999999999999999547e-07, 9.999999999999999547e-07, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000082e-05, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000048e-04, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000021e-03, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000021e-02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
9.999999999999999547e-07, 1.000000000000000000e+02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683622591215592479e+01
1.000000000000000082e-05, 9.999999999999999547e-07, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000082e-05, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000048e-04, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000021e-03, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000021e-02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000082e-05, 1.000000000000000000e+02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683630939683119720e+01
1.000000000000000048e-04, 9.999999999999999547e-07, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000082e-05, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000048e-04, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000021e-03, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000021e-02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000048e-04, 1.000000000000000000e+02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.683713618487041330e+01
1.000000000000000021e-03, 9.999999999999999547e-07, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000082e-05, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000048e-04, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000021e-03, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000021e-02, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
1.000000000000000021e-03, 1.000000000000000000e+01, 0.000000000000000000e+00, 1.000000000000000056e-01, 2.000000000000000000e+00, 2.684460052377421846e+01
