,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,42.0,0.2,0.0,16.0,0.95,0.0,0.0
1,21.0,0.2,0.005,12.0,1.45,0.0,0.0
2,126.0,0.3,0.01,11.0,0.75,0.0,0.0
3,252.0,0.0,0.001,14.0,0.65,0.0,0.0
4,252.0,0.0,0.01,26.0,1.25,0.0,0.0
5,21.0,0.2,0.001,8.0,0.65,0.0,0.0
6,21.0,0.1,0.001,28.0,1.0,0.0,0.0
7,63.0,0.2,0.001,16.0,0.8,0.0,0.0
8,252.0,0.2,0.0025,12.0,0.95,0.0,0.0
9,63.0,0.0,0.01,20.0,1.1,0.0,0.0
