,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,42.0,0.0,0.0,10.0,0.7,0.6197102247125075,0.6210611566964351
1,21.0,0.3,0.0,13.0,1.3,0.9401347302068497,0.71916670056524
2,126.0,0.1,0.001,17.0,1.35,0.2617471019008466,0.2216557852044342
3,252.0,0.1,0.0025,20.0,0.65,0.4668998696893509,0.037217457876994875
4,126.0,0.2,0.0025,9.0,0.55,1.4741916482962256,0.35667605740570923
