,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,0.3,0.01,31.0,1.05,0.000991365846209555,1.1607343721104802e-05
1,42.0,0.3,0.01,30.0,1.15,0.0008601592857216423,1.5522780347874336e-05
2,42.0,0.3,0.001,15.0,0.75,0.7501612133891814,0.4187995464399317
3,21.0,0.2,0.0,26.0,1.2,0.7643945248778193,0.6827386877125746
4,252.0,0.3,0.01,31.0,1.1,0.00045908934477135576,1.1607343721104802e-05
