,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,21.0,3.0,0.0025,8.0,2.0,1.193114945645126,1.193114945645126
1,126.0,1.8,0.0025,28.0,0.7,0.9603753586856416,0.28518716745044353
2,126.0,1.2,0.0,28.0,0.7,0.9847174821714569,0.5608158856704492
3,126.0,2.4,0.0,12.0,2.0,1.304791976153786,1.304791976153786
4,126.0,3.0,0.01,8.0,0.9,1.2987776120347565,1.0070417690734468
