,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,3.0,0.01,16.0,0.9,0.8358652999149518,0.9775237938583007
1,63.0,3.6,0.0,28.0,0.7,1.0944263978257125,0.8529068947475145
2,126.0,2.4,0.01,16.0,0.7,1.3690754835495986,0.9190966151822502
3,126.0,1.8,0.0,8.0,0.5,1.636964870285177,1.262478321049281
4,126.0,2.4,0.01,12.0,2.0,0.9730939744751435,0.9730939744751435
