,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.8,0.0025,16.0,1.0,1.0143812826699476,0.9331688835971788
1,63.0,2.4,0.0025,20.0,2.0,1.0792560606023733,1.0792560606023733
2,63.0,2.4,0.0,28.0,1.0,1.2553473614755288,0.6948663669060814
3,21.0,2.4,0.0,12.0,1.0,1.6589252223184265,1.304791976153786
4,21.0,2.4,0.01,8.0,2.0,1.0070417690734468,1.0070417690734468
