,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,21.0,1.2,0.0,16.0,1.0,1.2369814405828754,0.7822195545832845
1,63.0,2.4,0.0025,20.0,0.7,1.3316060213099072,1.0792560606023733
2,21.0,3.0,0.0025,8.0,0.9,1.5620728161959279,1.193114945645126
3,63.0,2.4,0.0025,16.0,0.5,1.7153038035902721,1.1983026910905024
4,21.0,3.6,0.01,12.0,0.9,0.951513090007512,0.9730939744751435
