,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,2.4,0.0,20.0,1.0,1.0683092299338108,1.2085479602285076
1,21.0,1.2,0.0,28.0,0.5,2.271418316876286,0.5608158856704492
2,126.0,2.4,0.0,24.0,0.9,0.9203745233684901,1.0016383775660402
3,126.0,3.6,0.0,20.0,2.0,1.3563127070860181,1.3563127070860181
4,21.0,2.4,0.0,16.0,0.5,1.6815068065636003,1.3090526896154902
