,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,21.0,1.8,0.01,28.0,1.0,0.9634081032474144,0.09657751130816854
1,63.0,3.0,0.0025,8.0,1.0,1.4453110830424203,1.193114945645126
2,126.0,1.2,0.01,8.0,1.0,1.2896595663223307,1.0927052427082407
3,126.0,1.8,0.0025,20.0,1.0,1.115000035528057,0.7817483281449324
4,21.0,1.8,0.0025,8.0,0.7,1.4724545872720345,1.193114945645126
