,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,3.0,0.0025,16.0,0.7,1.5078490927175827,1.2664735856473106
1,63.0,1.2,0.01,24.0,2.0,0.04144447413957029,0.03960045317201322
2,63.0,1.2,0.01,24.0,1.0,0.22952220231096837,0.03960045317201322
3,126.0,2.4,0.01,8.0,1.0,1.3518437478956216,1.0070417690734468
4,126.0,1.8,0.0,12.0,0.7,1.7102464313589647,1.3671691054067652
