,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,3.0,0.0025,20.0,0.5,1.3600745089700221,1.0812405289245692
1,126.0,1.8,0.0025,28.0,1.0,0.9868291598454952,0.28518716745044353
2,126.0,3.6,0.0025,12.0,0.5,1.513462993313682,1.2125493965570648
3,63.0,2.4,0.0025,24.0,1.0,1.12118124931779,0.875108312555832
4,21.0,1.8,0.0,12.0,2.0,1.3671691054067652,1.3671691054067652
