,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,1.8,0.0025,20.0,2.0,0.7817483281449324,0.7817483281449324
1,126.0,3.0,0.0,28.0,1.0,1.2001122680302008,0.9846695116383718
2,63.0,2.4,0.0025,24.0,0.9,1.1972555480874292,0.875108312555832
3,21.0,1.2,0.0,28.0,2.0,0.6992284953645047,0.5608158856704492
4,126.0,1.2,0.01,8.0,0.9,1.2105315113585842,1.0927052427082407
