,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,3.6,0.01,8.0,1.0,1.3518437478956216,1.0070417690734468
1,126.0,3.6,0.0025,8.0,2.0,1.193114945645126,1.193114945645126
2,21.0,1.2,0.0025,20.0,1.0,1.2031839951049748,0.29810106490016886
3,63.0,3.6,0.0,28.0,1.0,1.6209255564763265,0.8529068947475145
4,126.0,1.2,0.01,24.0,1.0,0.4091978880125746,0.03960045317201322
