,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.8,0.0025,20.0,0.5,1.1894355918825847,0.7817483281449324
1,126.0,3.6,0.0,8.0,0.7,1.5475614981741659,1.262478321049281
2,126.0,2.4,0.01,28.0,0.9,0.39591720499423255,0.34623309572633776
3,21.0,2.4,0.0025,24.0,0.7,1.3298653806543494,0.875108312555832
4,21.0,1.2,0.0025,16.0,1.0,1.1340628778630295,0.6725651695846191
