,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,21.0,0.1,0.0,14.0,1.0,0.6487833558472695,0.6023503880122174
1,252.0,0.3,0.01,13.0,0.6,0.697500685522933,0.022330266144964715
2,252.0,0.1,0.001,28.0,1.05,0.23099746084861572,0.18526422184230676
3,21.0,0.0,0.005,25.0,1.25,0.0044260872604791005,0.00030152184995981067
4,126.0,0.2,0.0025,25.0,1.4,0.060406176716937196,0.04458678135839707
