,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,2.4,0.0025,12.0,2.0,1.2125493965570648,1.2125493965570648
1,63.0,2.4,0.0,28.0,2.0,0.6948663669060814,0.6948663669060814
2,126.0,2.4,0.0,24.0,1.0,1.0497417662925457,1.0016383775660402
3,21.0,1.2,0.0,8.0,1.0,1.553265031143707,1.3928083072389856
4,126.0,3.0,0.0,28.0,2.0,0.9846695116383718,0.9846695116383718
