,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.8,0.0025,24.0,0.9,1.031731323851085,0.4146921560620675
1,21.0,3.6,0.01,28.0,0.7,1.1136086404765515,0.4976752416995854
2,63.0,3.6,0.0025,12.0,1.0,1.3536526539745202,1.2125493965570648
3,63.0,3.6,0.0,16.0,0.7,1.5890322412976923,1.3806243635974458
4,126.0,3.0,0.01,12.0,1.0,1.2143287211554155,0.9730939744751435
