,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,2.4,0.01,16.0,1.0,0.7958217903598526,0.9190966151822502
1,21.0,3.0,0.01,28.0,2.0,0.548520622867438,0.5529389778446495
2,21.0,3.0,0.0,28.0,2.0,0.9746892248562555,0.9846695116383718
3,21.0,1.8,0.0,12.0,1.0,1.8983271390929783,1.3671691054067652
4,63.0,3.0,0.0,16.0,0.7,1.5890322412976923,1.3806243635974458
