,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,3.6,0.0025,12.0,1.0,1.3536526539745202,1.2125493965570648
1,126.0,1.2,0.01,20.0,1.0,0.5865123050774579,0.12415183782675865
2,126.0,2.4,0.01,20.0,0.7,1.1597843195259434,0.768503097124101
3,63.0,1.2,0.01,16.0,0.7,0.9732025991584679,0.42735292649005613
4,21.0,3.6,0.01,24.0,2.0,0.6773306226296172,0.6773306226296172
