,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,42.0,0.2,0.001,19.0,0.95,0.48888399586861664,0.25817716071014024
1,42.0,0.0,0.0025,31.0,0.6,0.4811912399864906,0.013569677483075184
2,21.0,0.2,0.01,23.0,0.85,0.00993748482432575,2.5268249648963478e-05
3,252.0,0.0,0.01,14.0,1.4,8.042266434640008e-06,1.966784792798202e-06
4,21.0,0.0,0.0025,28.0,1.0,0.07588897083791162,0.014235198400765614
