,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,2.4,0.0025,8.0,1.0,1.5072713191222724,1.193114945645126
1,21.0,2.4,0.0,24.0,0.9,0.9670435981338337,1.0016383775660402
2,126.0,3.0,0.0025,28.0,0.9,0.8409546524915618,0.8524486252021197
3,21.0,1.8,0.0025,20.0,2.0,0.7817483281449324,0.7817483281449324
4,63.0,3.6,0.01,16.0,0.7,1.2882530705897903,0.9775237938583007
