,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,21.0,3.0,0.01,28.0,0.7,1.1089394614841939,0.5529389778446495
1,21.0,3.6,0.01,24.0,1.0,1.4646916515687811,0.6773306226296172
2,21.0,1.8,0.0025,24.0,0.5,1.217007035540541,0.4146921560620675
3,21.0,3.0,0.0025,20.0,1.0,1.48831574151288,1.0812405289245692
4,21.0,1.2,0.0025,8.0,0.9,1.6136598902718937,1.310832821073471
