,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,3.6,0.01,24.0,2.0,0.6773306226296172,0.6773306226296172
1,21.0,1.8,0.0,16.0,0.5,1.4307452353817167,1.0332989193484532
2,126.0,1.8,0.01,16.0,2.0,0.6872473478468688,0.6872473478468688
3,126.0,3.0,0.0,16.0,0.5,1.4521534012336907,1.3806243635974458
4,21.0,3.6,0.0025,20.0,0.5,1.7551508799148945,1.2248653727308059
