,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.2,0.0025,12.0,0.7,1.4069191512763506,1.019049920562584
1,126.0,3.0,0.0025,28.0,1.0,1.029909599666682,0.8524486252021197
2,21.0,3.6,0.0025,20.0,0.5,1.7551508799148945,1.2248653727308059
3,63.0,1.8,0.0,12.0,0.5,1.5906290071833507,1.3671691054067652
4,21.0,3.0,0.01,12.0,1.0,1.3521521088566146,0.9730939744751435
