,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.8,0.0,12.0,2.0,1.3671691054067652,1.3671691054067652
1,21.0,1.2,0.01,24.0,1.0,0.2999407782339589,0.03960045317201322
2,21.0,2.4,0.0025,20.0,1.0,1.3860292456756842,1.0792560606023733
3,21.0,2.4,0.0,16.0,0.7,1.4215528654729124,1.3090526896154902
4,126.0,1.2,0.01,8.0,1.0,1.2896595663223307,1.0927052427082407
