,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,3.6,0.0,24.0,2.0,1.07660250525896,1.07660250525896
1,21.0,1.8,0.01,28.0,0.5,0.8986105688913145,0.09657751130816854
2,21.0,1.2,0.0,24.0,0.5,0.9965685386691215,0.2901501527428344
3,126.0,3.0,0.01,8.0,0.5,1.536880153433871,1.0070417690734468
4,126.0,2.4,0.0,16.0,2.0,1.3090526896154902,1.3090526896154902
