,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,1.2,0.0,20.0,0.7,1.0430899299811465,0.3989852674013749
1,126.0,1.2,0.0,8.0,1.0,1.5078559587514713,1.3928083072389856
2,63.0,1.8,0.0025,12.0,0.9,1.1241512812999903,1.2708538239764466
3,21.0,1.8,0.01,8.0,0.9,1.41807181191595,1.0070417690734468
4,126.0,3.6,0.01,24.0,0.9,0.6435178770108617,0.6773306226296172
