,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,126.0,0.1,0.0025,11.0,0.5,0.9248648006536835,0.1134915853601378
1,63.0,0.3,0.005,31.0,1.3,0.008655620267417835,0.002861824381320763
2,63.0,0.1,0.0025,25.0,0.8,0.21019438680918412,0.02633453650327806
3,63.0,0.0,0.01,10.0,1.2,0.00012745966919151008,1.2575141185700496e-05
4,126.0,0.0,0.005,22.0,0.7,0.1304384298287812,0.00038721642843578225
