,Beta Range,Alpha,Gamma,Eta,Max Risk,Wealth,No Risk Wealth
0,63.0,1.2,0.0,8.0,0.5,1.5031114469379918,1.3928083072389856
1,63.0,1.8,0.0025,28.0,0.5,1.0554399182715537,0.28518716745044353
2,126.0,3.6,0.01,20.0,2.0,0.9020672366385057,0.9020672366385057
3,126.0,1.2,0.01,8.0,2.0,1.0927052427082407,1.0927052427082407
4,63.0,3.0,0.0025,8.0,1.0,1.4453110830424203,1.193114945645126
